[0000]:[t1] Konfiguracja dla jednostki Abrams: fireIntensity = 2.0, pierwszy strzał za: 9
STAN GRUPY: Jednostka: Abrams | Aktywne: 50/50 | Amunicja: 2500/2500 | Zasięg: 5 |[0000]:[t2] Konfiguracja dla jednostki Abrams: fireIntensity = 2.0, pierwszy strzał za: 9
STAN GRUPY: Jednostka: Abrams | Aktywne: 5/10 | Amunicja: 206/500 | Zasięg: 5 |[0112]:[t2] Z jednostki Abrams może strzelać maks 5 pod-jednostek. Wylosowano 2 do strzału, ale ograniczono do 2 (cel ma 45, ammo=206).
STAN GRUPY: Jednostka: Abrams | Aktywne: 5/10 | Amunicja: 206/500 | Zasięg: 5 |[0112]:[t2] Seria strzałów zakończona: wystrzelono 2 pocisków. Zniszczono 0 jednostek [t1]. Amunicja spadła z 206 do 204.
STAN GRUPY: Jednostka: Abrams | Aktywne: 5/10 | Amunicja: 204/500 | Zasięg: 5 |[0120]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2159
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2159/2500 | Zasięg: 5 |[0120]:[t1] Z jednostki Abrams może strzelać maks 45 pod-jednostek. Wylosowano 9 do strzału, ale ograniczono do 5 (cel ma 5, ammo=2159).
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2159/2500 | Zasięg: 5 |[0120]:[t1] Seria strzałów zakończona: wystrzelono 5 pocisków. Zniszczono 0 jednostek [t2]. Amunicja spadła z 2159 do 2154.
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2154/2500 | Zasięg: 5 |[0120]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 204
STAN GRUPY: Jednostka: Abrams | Aktywne: 5/10 | Amunicja: 204/500 | Zasięg: 5 |[0120]:[t2] Z jednostki Abrams może strzelać maks 5 pod-jednostek. Wylosowano 4 do strzału, ale ograniczono do 4 (cel ma 45, ammo=204).
STAN GRUPY: Jednostka: Abrams | Aktywne: 5/10 | Amunicja: 204/500 | Zasięg: 5 |[0120]:[t2] Seria strzałów zakończona: wystrzelono 4 pocisków. Zniszczono 0 jednostek [t1]. Amunicja spadła z 204 do 200.
STAN GRUPY: Jednostka: Abrams | Aktywne: 5/10 | Amunicja: 200/500 | Zasięg: 5 |[0128]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2154
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2154/2500 | Zasięg: 5 |[0128]:[t1] Z jednostki Abrams może strzelać maks 45 pod-jednostek. Wylosowano 33 do strzału, ale ograniczono do 5 (cel ma 5, ammo=2154).
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2154/2500 | Zasięg: 5 |[0128]:[t1] Seria strzałów zakończona: wystrzelono 5 pocisków. Zniszczono 0 jednostek [t2]. Amunicja spadła z 2154 do 2149.
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2149/2500 | Zasięg: 5 |[0128]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 200
STAN GRUPY: Jednostka: Abrams | Aktywne: 5/10 | Amunicja: 200/500 | Zasięg: 5 |[0128]:[t2] Z jednostki Abrams może strzelać maks 5 pod-jednostek. Wylosowano 4 do strzału, ale ograniczono do 4 (cel ma 45, ammo=200).
STAN GRUPY: Jednostka: Abrams | Aktywne: 5/10 | Amunicja: 200/500 | Zasięg: 5 |[0128]:[t2] Seria strzałów zakończona: wystrzelono 4 pocisków. Zniszczono 0 jednostek [t1]. Amunicja spadła z 200 do 196.
STAN GRUPY: Jednostka: Abrams | Aktywne: 5/10 | Amunicja: 196/500 | Zasięg: 5 |[0136]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2149
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2149/2500 | Zasięg: 5 |[0136]:[t1] Z jednostki Abrams może strzelać maks 45 pod-jednostek. Wylosowano 17 do strzału, ale ograniczono do 5 (cel ma 5, ammo=2149).
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2149/2500 | Zasięg: 5 |[0136]:[t1] Seria strzałów zakończona: wystrzelono 5 pocisków. Zniszczono 0 jednostek [t2]. Amunicja spadła z 2149 do 2144.
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2144/2500 | Zasięg: 5 |[0136]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 196
STAN GRUPY: Jednostka: Abrams | Aktywne: 5/10 | Amunicja: 196/500 | Zasięg: 5 |[0136]:[t2] Z jednostki Abrams może strzelać maks 5 pod-jednostek. Wylosowano 5 do strzału, ale ograniczono do 5 (cel ma 45, ammo=196).
STAN GRUPY: Jednostka: Abrams | Aktywne: 5/10 | Amunicja: 196/500 | Zasięg: 5 |[0136]:[t2] Seria strzałów zakończona: wystrzelono 5 pocisków. Zniszczono 0 jednostek [t1]. Amunicja spadła z 196 do 191.
STAN GRUPY: Jednostka: Abrams | Aktywne: 5/10 | Amunicja: 191/500 | Zasięg: 5 |[0144]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2144
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2144/2500 | Zasięg: 5 |[0144]:[t1] Z jednostki Abrams może strzelać maks 45 pod-jednostek. Wylosowano 26 do strzału, ale ograniczono do 5 (cel ma 5, ammo=2144).
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2144/2500 | Zasięg: 5 |[0144]:[t2] Jednostka Abrams została uszkodzona. Pozostało aktywnych: 4/10. Stracono amunicję: 38
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 153/500 | Zasięg: 5 |[0144]:[t2] applyDamage: Początkowe jednostki: 10, Aktywne: 4
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 153/500 | Zasięg: 5 |[0144]:[t2] Została zaatakowana przez t1 na pozycji (36,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 153/500 | Zasięg: 5 |[0144]:[t1] Seria strzałów zakończona: wystrzelono 5 pocisków. Zniszczono 1 jednostek [t2]. Amunicja spadła z 2144 do 2139.
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2139/2500 | Zasięg: 5 |[0144]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 153
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 153/500 | Zasięg: 5 |[0144]:[t2] Z jednostki Abrams może strzelać maks 4 pod-jednostek. Wylosowano 2 do strzału, ale ograniczono do 2 (cel ma 45, ammo=153).
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 153/500 | Zasięg: 5 |[0144]:[t2] Seria strzałów zakończona: wystrzelono 2 pocisków. Zniszczono 0 jednostek [t1]. Amunicja spadła z 153 do 151.
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 151/500 | Zasięg: 5 |[0152]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2139
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2139/2500 | Zasięg: 5 |[0152]:[t1] Z jednostki Abrams może strzelać maks 45 pod-jednostek. Wylosowano 35 do strzału, ale ograniczono do 4 (cel ma 4, ammo=2139).
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2139/2500 | Zasięg: 5 |[0152]:[t1] Seria strzałów zakończona: wystrzelono 4 pocisków. Zniszczono 0 jednostek [t2]. Amunicja spadła z 2139 do 2135.
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2135/2500 | Zasięg: 5 |[0152]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 151
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 151/500 | Zasięg: 5 |[0152]:[t2] Z jednostki Abrams może strzelać maks 4 pod-jednostek. Wylosowano 1 do strzału, ale ograniczono do 1 (cel ma 45, ammo=151).
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 151/500 | Zasięg: 5 |[0152]:[t2] Seria strzałów zakończona: wystrzelono 1 pocisków. Zniszczono 0 jednostek [t1]. Amunicja spadła z 151 do 150.
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 150/500 | Zasięg: 5 |[0160]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2135
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2135/2500 | Zasięg: 5 |[0160]:[t1] Z jednostki Abrams może strzelać maks 45 pod-jednostek. Wylosowano 13 do strzału, ale ograniczono do 4 (cel ma 4, ammo=2135).
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2135/2500 | Zasięg: 5 |[0160]:[t1] Seria strzałów zakończona: wystrzelono 4 pocisków. Zniszczono 0 jednostek [t2]. Amunicja spadła z 2135 do 2131.
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2131/2500 | Zasięg: 5 |[0160]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 150
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 150/500 | Zasięg: 5 |[0160]:[t2] Z jednostki Abrams może strzelać maks 4 pod-jednostek. Wylosowano 4 do strzału, ale ograniczono do 4 (cel ma 45, ammo=150).
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 150/500 | Zasięg: 5 |[0160]:[t2] Seria strzałów zakończona: wystrzelono 4 pocisków. Zniszczono 0 jednostek [t1]. Amunicja spadła z 150 do 146.
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 146/500 | Zasięg: 5 |[0168]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2131
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2131/2500 | Zasięg: 5 |[0168]:[t1] Z jednostki Abrams może strzelać maks 45 pod-jednostek. Wylosowano 12 do strzału, ale ograniczono do 4 (cel ma 4, ammo=2131).
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2131/2500 | Zasięg: 5 |[0168]:[t1] Seria strzałów zakończona: wystrzelono 4 pocisków. Zniszczono 0 jednostek [t2]. Amunicja spadła z 2131 do 2127.
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2127/2500 | Zasięg: 5 |[0168]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 146
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 146/500 | Zasięg: 5 |[0168]:[t2] Z jednostki Abrams może strzelać maks 4 pod-jednostek. Wylosowano 3 do strzału, ale ograniczono do 3 (cel ma 45, ammo=146).
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 146/500 | Zasięg: 5 |[0168]:[t2] Seria strzałów zakończona: wystrzelono 3 pocisków. Zniszczono 0 jednostek [t1]. Amunicja spadła z 146 do 143.
STAN GRUPY: Jednostka: Abrams | Aktywne: 4/10 | Amunicja: 143/500 | Zasięg: 5 |[0176]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2127
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2127/2500 | Zasięg: 5 |[0176]:[t1] Z jednostki Abrams może strzelać maks 45 pod-jednostek. Wylosowano 36 do strzału, ale ograniczono do 4 (cel ma 4, ammo=2127).
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2127/2500 | Zasięg: 5 |[0176]:[t2] Jednostka Abrams została uszkodzona. Pozostało aktywnych: 3/10. Stracono amunicję: 35
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 108/500 | Zasięg: 5 |[0176]:[t2] applyDamage: Początkowe jednostki: 10, Aktywne: 3
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 108/500 | Zasięg: 5 |[0176]:[t2] Została zaatakowana przez t1 na pozycji (36,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 108/500 | Zasięg: 5 |[0176]:[t1] Seria strzałów zakończona: wystrzelono 4 pocisków. Zniszczono 1 jednostek [t2]. Amunicja spadła z 2127 do 2123.
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2123/2500 | Zasięg: 5 |[0176]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 108
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 108/500 | Zasięg: 5 |[0176]:[t2] Z jednostki Abrams może strzelać maks 3 pod-jednostek. Wylosowano 1 do strzału, ale ograniczono do 1 (cel ma 45, ammo=108).
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 108/500 | Zasięg: 5 |[0176]:[t2] Seria strzałów zakończona: wystrzelono 1 pocisków. Zniszczono 0 jednostek [t1]. Amunicja spadła z 108 do 107.
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 107/500 | Zasięg: 5 |[0184]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2123
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2123/2500 | Zasięg: 5 |[0184]:[t1] Z jednostki Abrams może strzelać maks 45 pod-jednostek. Wylosowano 24 do strzału, ale ograniczono do 3 (cel ma 3, ammo=2123).
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2123/2500 | Zasięg: 5 |[0184]:[t1] Seria strzałów zakończona: wystrzelono 3 pocisków. Zniszczono 0 jednostek [t2]. Amunicja spadła z 2123 do 2120.
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2120/2500 | Zasięg: 5 |[0184]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 107
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 107/500 | Zasięg: 5 |[0184]:[t2] Z jednostki Abrams może strzelać maks 3 pod-jednostek. Wylosowano 3 do strzału, ale ograniczono do 3 (cel ma 45, ammo=107).
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 107/500 | Zasięg: 5 |[0184]:[t2] Seria strzałów zakończona: wystrzelono 3 pocisków. Zniszczono 0 jednostek [t1]. Amunicja spadła z 107 do 104.
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 104/500 | Zasięg: 5 |[0192]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2120
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2120/2500 | Zasięg: 5 |[0192]:[t1] Z jednostki Abrams może strzelać maks 45 pod-jednostek. Wylosowano 38 do strzału, ale ograniczono do 3 (cel ma 3, ammo=2120).
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2120/2500 | Zasięg: 5 |[0192]:[t1] Seria strzałów zakończona: wystrzelono 3 pocisków. Zniszczono 0 jednostek [t2]. Amunicja spadła z 2120 do 2117.
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2117/2500 | Zasięg: 5 |[0192]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 104
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 104/500 | Zasięg: 5 |[0192]:[t2] Z jednostki Abrams może strzelać maks 3 pod-jednostek. Wylosowano 1 do strzału, ale ograniczono do 1 (cel ma 45, ammo=104).
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 104/500 | Zasięg: 5 |[0192]:[t2] Seria strzałów zakończona: wystrzelono 1 pocisków. Zniszczono 0 jednostek [t1]. Amunicja spadła z 104 do 103.
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 103/500 | Zasięg: 5 |[0200]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2117
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2117/2500 | Zasięg: 5 |[0200]:[t1] Z jednostki Abrams może strzelać maks 45 pod-jednostek. Wylosowano 29 do strzału, ale ograniczono do 3 (cel ma 3, ammo=2117).
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2117/2500 | Zasięg: 5 |[0200]:[t1] Seria strzałów zakończona: wystrzelono 3 pocisków. Zniszczono 0 jednostek [t2]. Amunicja spadła z 2117 do 2114.
STAN GRUPY: Jednostka: Abrams | Aktywne: 45/50 | Amunicja: 2114/2500 | Zasięg: 5 |[0200]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 103
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 103/500 | Zasięg: 5 |[0200]:[t2] Z jednostki Abrams może strzelać maks 3 pod-jednostek. Wylosowano 3 do strzału, ale ograniczono do 3 (cel ma 45, ammo=103).
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 103/500 | Zasięg: 5 |[0200]:[t1] Jednostka Abrams została uszkodzona. Pozostało aktywnych: 44/50. Stracono amunicję: 48
STAN GRUPY: Jednostka: Abrams | Aktywne: 44/50 | Amunicja: 2066/2500 | Zasięg: 5 |[0200]:[t1] applyDamage: Początkowe jednostki: 50, Aktywne: 44
STAN GRUPY: Jednostka: Abrams | Aktywne: 44/50 | Amunicja: 2066/2500 | Zasięg: 5 |[0200]:[t1] Została zaatakowana przez t2 na pozycji (40,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 44/50 | Amunicja: 2066/2500 | Zasięg: 5 |[0200]:[t2] Seria strzałów zakończona: wystrzelono 3 pocisków. Zniszczono 1 jednostek [t1]. Amunicja spadła z 103 do 100.
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 100/500 | Zasięg: 5 |[0208]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2066
STAN GRUPY: Jednostka: Abrams | Aktywne: 44/50 | Amunicja: 2066/2500 | Zasięg: 5 |[0208]:[t1] Z jednostki Abrams może strzelać maks 44 pod-jednostek. Wylosowano 14 do strzału, ale ograniczono do 3 (cel ma 3, ammo=2066).
STAN GRUPY: Jednostka: Abrams | Aktywne: 44/50 | Amunicja: 2066/2500 | Zasięg: 5 |[0208]:[t1] Seria strzałów zakończona: wystrzelono 3 pocisków. Zniszczono 0 jednostek [t2]. Amunicja spadła z 2066 do 2063.
STAN GRUPY: Jednostka: Abrams | Aktywne: 44/50 | Amunicja: 2063/2500 | Zasięg: 5 |[0208]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 100
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 100/500 | Zasięg: 5 |[0208]:[t2] Z jednostki Abrams może strzelać maks 3 pod-jednostek. Wylosowano 1 do strzału, ale ograniczono do 1 (cel ma 44, ammo=100).
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 100/500 | Zasięg: 5 |[0208]:[t2] Seria strzałów zakończona: wystrzelono 1 pocisków. Zniszczono 0 jednostek [t1]. Amunicja spadła z 100 do 99.
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 99/500 | Zasięg: 5 |[0216]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2063
STAN GRUPY: Jednostka: Abrams | Aktywne: 44/50 | Amunicja: 2063/2500 | Zasięg: 5 |[0216]:[t1] Z jednostki Abrams może strzelać maks 44 pod-jednostek. Wylosowano 10 do strzału, ale ograniczono do 3 (cel ma 3, ammo=2063).
STAN GRUPY: Jednostka: Abrams | Aktywne: 44/50 | Amunicja: 2063/2500 | Zasięg: 5 |[0216]:[t1] Seria strzałów zakończona: wystrzelono 3 pocisków. Zniszczono 0 jednostek [t2]. Amunicja spadła z 2063 do 2060.
STAN GRUPY: Jednostka: Abrams | Aktywne: 44/50 | Amunicja: 2060/2500 | Zasięg: 5 |[0216]:[t2] Grupa t2 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 99
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 99/500 | Zasięg: 5 |[0216]:[t2] Z jednostki Abrams może strzelać maks 3 pod-jednostek. Wylosowano 2 do strzału, ale ograniczono do 2 (cel ma 44, ammo=99).
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 99/500 | Zasięg: 5 |[0216]:[t1] Jednostka Abrams została uszkodzona. Pozostało aktywnych: 43/50. Stracono amunicję: 47
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2013/2500 | Zasięg: 5 |[0216]:[t1] applyDamage: Początkowe jednostki: 50, Aktywne: 43
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2013/2500 | Zasięg: 5 |[0216]:[t1] Została zaatakowana przez t2 na pozycji (40,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2013/2500 | Zasięg: 5 |[0216]:[t2] Seria strzałów zakończona: wystrzelono 2 pocisków. Zniszczono 1 jednostek [t1]. Amunicja spadła z 99 do 97.
STAN GRUPY: Jednostka: Abrams | Aktywne: 3/10 | Amunicja: 97/500 | Zasięg: 5 |[0224]:[t1] Grupa t1 rozpoczyna ostrzał. Jednostka: Abrams, Obecna amunicja: 2013
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2013/2500 | Zasięg: 5 |[0224]:[t1] Z jednostki Abrams może strzelać maks 43 pod-jednostek. Wylosowano 22 do strzału, ale ograniczono do 3 (cel ma 3, ammo=2013).
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2013/2500 | Zasięg: 5 |[0224]:[t2] Jednostka Abrams została uszkodzona. Pozostało aktywnych: 2/10. Stracono amunicję: 29
STAN GRUPY: Jednostka: Abrams | Aktywne: 2/10 | Amunicja: 68/500 | Zasięg: 5 |[0224]:[t2] applyDamage: Początkowe jednostki: 10, Aktywne: 2
STAN GRUPY: Jednostka: Abrams | Aktywne: 2/10 | Amunicja: 68/500 | Zasięg: 5 |[0224]:[t2] Grupa t2 została całkowicie usunięta.
STAN GRUPY: Jednostka: Abrams | Aktywne: 2/10 | Amunicja: 68/500 | Zasięg: 5 |[0224]:[t2] Grupa t2 została rozbita przez t1!
[0224]:[t1] Seria strzałów zakończona: wystrzelono 3 pocisków. Zniszczono 1 jednostek [t2]. Amunicja spadła z 2013 do 2010.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0224]:[t2] Ruch w stronę ostatniego atakującego. Pozycja: (36,00, 8,00)
[0224]:[t2] Oblicza trasę do celu. Cel: (36,00, 8,00)
[0224]:[t2] Porusza się w kierunku celu. Pozycja: (39,00, 8,00)
[0226]:[t1] Ruch w stronę ostatniego atakującego. Pozycja: (39,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0226]:[t1] Oblicza trasę do celu. Cel: (39,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0226]:[t1] Porusza się w kierunku celu. Pozycja: (37,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0227]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0227]:[t1] Kontynuuje ruch po trasie. Następny krok: (38,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0228]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0228]:[t1] Kontynuuje ruch po trasie. Następny krok: (39,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0229]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0229]:[t1] Oblicza trasę do pierwotnego celu. Pozycja celu: (2,00, 2,00), aktualna pozycja: (39,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0229]:[t1] Kontynuuje ruch po trasie. Następny krok: (38,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0230]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0230]:[t1] Kontynuuje ruch po trasie. Następny krok: (37,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0231]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0231]:[t1] Kontynuuje ruch po trasie. Następny krok: (36,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0232]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0232]:[t1] Kontynuuje ruch po trasie. Następny krok: (35,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0233]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0233]:[t1] Kontynuuje ruch po trasie. Następny krok: (34,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0234]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0234]:[t1] Kontynuuje ruch po trasie. Następny krok: (33,00, 8,00)
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0235]:[t1] Kontynuowanie ruchu po pierwotnej trasie.
STAN GRUPY: Jednostka: Abrams | Aktywne: 43/50 | Amunicja: 2010/2500 | Zasięg: 5 |[0235]:[t1] Kontynuuje ruch po trasie. Następny krok: (32,00, 8,00)
